,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,BuildAge,RemodAge,GarageAge,SalePrice
53,54,20,RL,68.0,50271,Pave,None,IR1,Low,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,9,5,Gable,WdShngl,WdShing,Wd Shng,None,0.0,4,3,CBlock,5,3,Gd,6,1810,1,0,32,1842,GasA,4,1,SBrkr,1842,0,0,1842,2,0,0,1,0,1,4,5,Typ,1,4,Attchd,Fin,3,894,3,3,Y,857,72,0,0,0,0,0,None,None,0,11,2006,WD,Normal,25,19,25,385000
54,55,80,RL,60.0,7134,Pave,None,Reg,Bnk,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,SLvl,5,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,No,5,384,1,0,0,384,GasA,3,1,SBrkr,1360,0,0,1360,0,0,1,0,3,1,3,6,Min1,1,3,Detchd,Unf,2,572,3,3,Y,0,50,0,0,0,0,0,MnPrv,None,0,2,2007,WD,Normal,52,52,45,130000
55,56,20,RL,100.0,10175,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,HdBoard,Plywood,BrkFace,272.0,3,3,CBlock,3,3,No,4,490,1,0,935,1425,GasA,4,1,SBrkr,1425,0,0,1425,0,0,2,0,3,1,3,7,Typ,1,4,Attchd,RFn,2,576,3,3,Y,0,0,0,407,0,0,0,None,None,0,7,2008,WD,Normal,44,44,44,180500
56,57,160,FV,24.0,2645,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,4,3,PConc,4,3,No,6,649,1,0,321,970,GasA,5,1,SBrkr,983,756,0,1739,1,0,2,1,3,1,4,7,Typ,0,0,Attchd,Fin,2,480,3,3,Y,115,0,0,0,0,0,0,None,None,0,8,2009,WD,Abnorml,10,9,10,172500
57,58,60,RL,89.0,11645,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,No,1,0,1,0,860,860,GasA,5,1,SBrkr,860,860,0,1720,0,0,2,1,3,1,4,7,Typ,0,0,Attchd,RFn,2,565,3,3,Y,0,70,0,0,0,0,0,None,None,0,8,2006,WD,Normal,2,2,2,196500
58,59,60,RL,66.0,13682,Pave,None,IR2,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,10,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,1031.0,5,3,PConc,5,3,Gd,1,0,1,0,1410,1410,GasA,5,1,SBrkr,1426,1519,0,2945,0,0,3,1,3,1,4,10,Typ,1,4,BuiltIn,Fin,3,641,3,3,Y,192,0,37,0,0,0,0,None,None,0,10,2006,New,Partial,0,0,0,438780
59,60,20,RL,60.0,7200,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,Av,5,632,1,0,148,780,GasA,5,1,SBrkr,780,0,0,780,0,0,1,0,2,1,3,4,Typ,0,0,Detchd,Unf,1,352,3,3,Y,196,0,0,0,0,0,0,MnPrv,None,0,1,2008,WD,Normal,36,36,35,124900
60,61,20,RL,63.0,13072,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,No,5,941,1,0,217,1158,GasA,5,1,SBrkr,1158,0,0,1158,1,0,1,1,3,1,4,5,Typ,0,0,Detchd,Unf,2,576,3,3,Y,0,50,0,0,0,0,0,None,None,0,5,2006,New,Partial,2,2,0,158000
61,62,75,RM,60.0,7200,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2.5Unf,5,7,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,2,No,1,0,1,0,530,530,GasA,3,0,SBrkr,581,530,0,1111,0,0,1,0,3,1,2,6,Typ,0,0,Detchd,Unf,1,288,3,3,N,0,0,144,0,0,0,0,None,None,0,3,2007,WD,Normal,87,11,72,101000
62,63,120,RL,44.0,6442,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,178.0,4,3,PConc,4,4,Mn,6,24,1,0,1346,1370,GasA,5,1,SBrkr,1370,0,0,1370,0,0,2,0,2,1,4,6,Typ,1,4,Attchd,RFn,2,484,3,3,Y,120,49,0,0,0,0,0,None,None,0,10,2007,WD,Normal,1,1,1,202500
63,64,70,RM,50.0,10300,Pave,None,IR1,Bnk,AllPub,Inside,Gtl,OldTown,RRAn,Feedr,1Fam,2Story,7,6,Gable,CompShg,Stucco,Stucco,None,0.0,3,3,BrkTil,3,3,No,1,0,1,0,576,576,GasA,4,1,SBrkr,902,808,0,1710,0,0,2,0,3,1,3,9,Typ,0,0,Detchd,Unf,2,480,3,3,Y,12,11,64,0,0,0,0,GdPrv,None,0,4,2010,WD,Normal,89,60,20,140000
64,65,60,RL,0.0,9375,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,573.0,3,3,PConc,4,3,No,6,739,1,0,318,1057,GasA,5,1,SBrkr,1057,977,0,2034,1,0,2,1,3,1,4,8,Typ,0,0,Attchd,RFn,2,645,3,3,Y,576,36,0,0,0,0,0,GdPrv,None,0,2,2009,WD,Normal,12,11,11,219500
65,66,60,RL,76.0,9591,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,344.0,4,3,PConc,5,3,Av,1,0,1,0,1143,1143,GasA,5,1,SBrkr,1143,1330,0,2473,0,0,2,1,4,1,4,9,Typ,1,4,BuiltIn,RFn,3,852,3,3,Y,192,151,0,0,0,0,0,None,None,0,10,2007,WD,Normal,3,2,3,317000
66,67,20,RL,0.0,19900,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosA,Norm,1Fam,1Story,7,5,Gable,CompShg,Plywood,Plywood,BrkFace,287.0,3,3,CBlock,4,3,Gd,6,912,1,0,1035,1947,GasA,3,1,SBrkr,2207,0,0,2207,1,0,2,0,3,1,3,7,Min1,1,4,Attchd,RFn,2,576,3,3,Y,301,0,0,0,0,0,0,None,None,0,7,2010,WD,Normal,40,21,40,180000
67,68,20,RL,72.0,10665,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,167.0,4,3,PConc,4,3,Av,6,1013,1,0,440,1453,GasA,5,1,SBrkr,1479,0,0,1479,1,0,2,0,3,1,4,7,Typ,0,0,Attchd,RFn,2,558,3,3,Y,144,29,0,0,0,0,0,None,None,0,6,2007,WD,Normal,4,4,4,226000
68,69,30,RM,47.0,4608,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1Story,4,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,No,1,0,1,0,747,747,GasA,3,1,SBrkr,747,0,0,747,0,0,1,0,2,1,3,4,Typ,0,0,Attchd,Unf,1,220,3,3,Y,0,0,0,0,0,0,0,None,None,0,6,2010,WD,Normal,65,60,65,80000
69,70,50,RL,81.0,15593,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,7,4,Gable,CompShg,BrkFace,AsbShng,None,0.0,4,3,CBlock,3,3,No,4,603,1,0,701,1304,GasW,3,1,SBrkr,1304,983,0,2287,0,0,2,0,3,1,3,7,Typ,1,3,Attchd,Fin,2,667,3,3,Y,0,21,114,0,0,0,0,None,None,0,7,2006,WD,Normal,53,53,53,225000
70,71,20,RL,95.0,13651,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6,Gable,CompShg,Plywood,Plywood,BrkFace,1115.0,3,4,CBlock,4,3,Gd,5,1880,1,0,343,2223,GasA,5,1,SBrkr,2223,0,0,2223,1,0,2,0,3,1,3,8,Typ,2,4,Attchd,Fin,2,516,3,3,Y,300,0,0,0,0,0,0,None,None,0,2,2007,WD,Normal,34,34,34,244000
71,72,20,RL,69.0,7599,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,4,6,Gable,CompShg,HdBoard,Plywood,None,0.0,3,3,CBlock,3,3,No,5,565,1,0,280,845,GasA,3,1,SBrkr,845,0,0,845,1,0,1,0,2,1,3,4,Typ,0,0,Detchd,Unf,2,360,3,3,Y,0,0,0,0,0,0,0,None,None,0,6,2007,WD,Normal,25,1,20,129500
72,73,60,RL,74.0,10141,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,3,3,PConc,4,3,No,1,0,1,0,832,832,GasA,4,1,SBrkr,885,833,0,1718,0,0,2,1,3,1,3,7,Typ,1,3,Attchd,Fin,2,427,3,3,Y,0,94,0,0,291,0,0,None,None,0,12,2009,WD,Normal,11,11,11,185000
73,74,20,RL,85.0,10200,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,104.0,3,3,CBlock,3,3,No,5,320,4,362,404,1086,GasA,4,1,SBrkr,1086,0,0,1086,1,0,1,0,3,1,3,6,Typ,0,0,Attchd,Unf,2,490,3,3,Y,0,0,0,0,0,0,0,GdWo,None,0,5,2010,WD,Normal,56,7,21,144900
74,75,50,RM,60.0,5790,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,3,6,Gambrel,CompShg,VinylSd,VinylSd,None,0.0,4,4,CBlock,2,3,No,1,0,1,0,840,840,GasA,4,0,SBrkr,840,765,0,1605,0,0,2,0,3,2,3,8,Typ,0,0,Detchd,Unf,1,379,3,3,Y,0,0,202,0,0,0,0,None,None,0,5,2010,WD,Normal,95,60,95,107400
75,76,180,RM,21.0,1596,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SLvl,4,5,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,CBlock,4,3,Gd,6,462,1,0,0,462,GasA,3,1,SBrkr,526,462,0,988,1,0,1,0,2,1,3,5,Typ,0,0,BuiltIn,Unf,1,297,3,3,Y,120,101,0,0,0,0,0,GdWo,None,0,11,2009,WD,Normal,36,36,36,91000
76,77,20,RL,0.0,8475,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,No,5,228,1,0,724,952,GasA,5,1,FuseA,952,0,0,952,0,0,1,0,2,1,3,4,Typ,0,0,Detchd,Unf,1,283,3,3,Y,0,0,0,0,0,0,0,None,None,0,4,2008,WD,Normal,52,52,52,135750
77,78,50,RM,50.0,8635,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,No,4,336,6,41,295,672,GasA,3,1,SBrkr,1072,213,0,1285,1,0,1,0,2,1,3,6,Min1,0,0,Detchd,Unf,1,240,3,3,Y,0,0,0,0,0,0,0,MnPrv,None,0,1,2008,WD,Normal,60,7,60,127000
78,79,90,RL,72.0,10778,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4,5,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,No,1,0,1,0,1768,1768,GasA,3,0,SBrkr,1768,0,0,1768,0,0,2,0,4,2,3,8,Typ,0,0,None,None,0,0,0,0,Y,0,0,0,0,0,0,0,None,None,0,4,2010,WD,Normal,42,42,0,136500
79,80,50,RM,60.0,10440,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,6,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3,3,No,1,0,1,0,440,440,GasA,4,1,SBrkr,682,548,0,1230,0,0,1,1,2,1,3,5,Typ,0,0,Detchd,Unf,2,440,3,3,Y,74,0,128,0,0,0,0,MnPrv,None,0,5,2009,WD,Normal,99,28,43,110000
80,81,60,RL,100.0,13000,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,6,Gable,CompShg,VinylSd,VinylSd,BrkFace,576.0,3,4,CBlock,4,3,No,3,448,1,0,448,896,GasA,3,1,SBrkr,1182,960,0,2142,0,0,2,1,4,1,4,8,Typ,1,4,Attchd,Fin,1,509,3,3,Y,0,72,0,0,252,0,0,None,None,0,6,2009,WD,Normal,41,41,41,193500
81,82,120,RM,32.0,4500,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,443.0,3,4,PConc,5,4,No,6,1201,1,0,36,1237,GasA,5,1,SBrkr,1337,0,0,1337,1,0,2,0,2,1,3,5,Typ,0,0,Attchd,Fin,2,405,3,3,Y,0,199,0,0,0,0,0,None,None,0,3,2006,WD,Normal,8,8,8,153500
82,83,20,RL,78.0,10206,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,468.0,3,3,PConc,4,3,No,6,33,1,0,1530,1563,GasA,5,1,SBrkr,1563,0,0,1563,0,0,2,0,3,1,4,6,Typ,1,4,Attchd,RFn,3,758,3,3,Y,144,99,0,0,0,0,0,None,None,0,10,2008,WD,Normal,1,1,1,245000
83,84,20,RL,80.0,8892,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,MetalSd,MetalSd,BrkCmn,66.0,3,3,CBlock,3,3,No,1,0,1,0,1065,1065,GasA,4,1,SBrkr,1065,0,0,1065,0,0,1,1,3,1,3,6,Typ,0,0,Detchd,Unf,2,461,3,3,Y,74,0,0,0,0,0,0,None,None,0,7,2007,COD,Normal,47,47,33,126500
84,85,80,RL,0.0,8530,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,22.0,3,3,PConc,4,3,No,1,0,1,0,384,384,GasA,4,1,SBrkr,804,670,0,1474,0,0,2,1,3,1,3,7,Typ,1,3,BuiltIn,Fin,2,400,3,3,Y,120,72,0,0,0,0,0,None,Shed,700,5,2009,WD,Normal,14,13,14,168500
85,86,60,RL,121.0,16059,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,Hip,CompShg,HdBoard,HdBoard,BrkFace,284.0,4,3,CBlock,4,3,No,1,0,1,0,1288,1288,GasA,5,1,SBrkr,1301,1116,0,2417,0,0,2,1,4,1,4,9,Typ,1,3,Attchd,Unf,2,462,3,3,Y,127,82,0,0,0,0,0,None,None,0,4,2006,WD,Normal,15,14,15,260000
86,87,60,RL,122.0,11911,Pave,None,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,Av,1,0,1,0,684,684,GasA,5,1,SBrkr,684,876,0,1560,0,0,2,1,3,1,4,6,Typ,1,4,BuiltIn,Fin,2,400,3,3,Y,100,38,0,0,0,0,0,None,None,0,3,2009,WD,Normal,4,4,4,174000
87,88,160,FV,40.0,3951,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,Stone,76.0,4,3,PConc,4,3,Av,1,0,1,0,612,612,GasA,5,1,SBrkr,612,612,0,1224,0,0,2,1,2,1,4,4,Typ,0,0,Detchd,RFn,2,528,3,3,Y,0,234,0,0,0,0,0,None,None,0,6,2009,New,Partial,0,0,0,164500
88,89,50,C (all),105.0,8470,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,IDOTRR,Feedr,Feedr,1Fam,1.5Fin,3,2,Hip,CompShg,Plywood,Plywood,None,0.0,2,2,CBlock,3,2,No,1,0,1,0,1013,1013,GasA,3,0,SBrkr,1013,0,513,1526,0,0,1,0,2,1,2,6,Typ,0,0,None,None,0,0,0,0,N,0,0,156,0,0,0,0,MnPrv,None,0,10,2009,ConLD,Abnorml,94,27,0,85000
89,90,20,RL,60.0,8070,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,No,6,588,1,0,402,990,GasA,5,1,SBrkr,990,0,0,990,1,0,1,0,3,1,3,5,Typ,0,0,None,None,0,0,0,0,Y,0,0,0,0,0,0,0,None,None,0,8,2007,WD,Normal,13,12,0,123600
90,91,20,RL,60.0,7200,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,3,3,Slab,0,0,None,0,0,0,0,0,0,GasA,3,1,FuseA,1040,0,0,1040,0,0,1,0,2,1,3,4,Typ,0,0,Detchd,Unf,2,420,3,3,Y,0,29,0,0,0,0,0,None,None,0,7,2006,WD,Normal,56,56,56,109900
91,92,20,RL,85.0,8500,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3,Hip,CompShg,HdBoard,HdBoard,BrkCmn,203.0,3,3,CBlock,3,3,No,3,600,1,0,635,1235,GasA,3,1,SBrkr,1235,0,0,1235,0,0,1,0,2,1,3,6,Typ,0,0,Attchd,Unf,2,480,3,3,Y,0,0,0,0,0,0,0,GdWo,None,0,12,2006,WD,Abnorml,45,45,45,98600
92,93,30,RL,80.0,13360,Pave,Grvl,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,BrkTil,4,3,No,5,713,1,0,163,876,GasA,5,1,SBrkr,964,0,0,964,1,0,1,0,2,1,3,5,Typ,0,0,Detchd,Unf,2,432,3,3,Y,0,0,44,0,0,0,0,None,None,0,8,2009,WD,Normal,88,3,88,163500
93,94,190,C (all),60.0,7200,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,2fmCon,2.5Unf,6,6,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,2,Mn,3,1046,1,0,168,1214,GasW,5,0,SBrkr,1260,1031,0,2291,0,1,2,0,4,2,3,9,Typ,1,4,Detchd,Unf,2,506,3,3,Y,0,0,0,0,99,0,0,None,None,0,11,2007,WD,Normal,97,9,107,133900
94,95,60,RL,69.0,9337,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,PConc,4,3,No,6,648,1,0,176,824,GasA,5,1,SBrkr,905,881,0,1786,1,0,2,1,3,1,4,7,Typ,0,0,Attchd,RFn,2,684,3,3,Y,0,162,0,0,0,0,0,None,None,0,5,2007,WD,Normal,10,10,10,204750
95,96,60,RL,0.0,9765,Pave,None,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,8,Gable,CompShg,VinylSd,VinylSd,BrkFace,68.0,5,4,PConc,4,4,No,5,310,1,0,370,680,GasA,4,1,SBrkr,680,790,0,1470,0,0,2,1,3,1,3,6,Typ,1,3,BuiltIn,Fin,2,420,3,3,Y,232,63,0,0,0,0,0,None,Shed,480,4,2009,WD,Normal,16,16,16,185000
96,97,20,RL,78.0,10264,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,183.0,4,3,PConc,4,3,Av,5,1162,1,0,426,1588,GasA,5,1,SBrkr,1588,0,0,1588,0,0,2,0,3,1,4,6,Typ,0,0,Attchd,RFn,2,472,3,3,Y,158,29,0,0,0,0,0,None,None,0,8,2006,WD,Normal,7,7,7,214000
97,98,20,RL,73.0,10921,Pave,None,Reg,HLS,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,Hip,CompShg,HdBoard,HdBoard,BrkFace,48.0,3,3,CBlock,3,3,No,3,520,1,0,440,960,GasA,3,1,FuseF,960,0,0,960,1,0,1,0,3,1,3,6,Typ,0,0,Attchd,Fin,1,432,3,3,P,120,0,0,0,0,0,0,None,None,0,5,2007,WD,Normal,42,42,42,94750
98,99,30,RL,85.0,10625,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,No,5,108,1,0,350,458,GasA,2,0,SBrkr,835,0,0,835,0,0,1,0,2,1,3,5,Typ,0,0,Basment,Unf,1,366,2,3,Y,0,0,77,0,0,0,0,None,Shed,400,5,2010,COD,Abnorml,90,60,90,83000
99,100,20,RL,77.0,9320,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,3,3,No,5,569,1,0,381,950,GasA,2,1,SBrkr,1225,0,0,1225,1,0,1,1,3,1,3,6,Typ,0,0,None,None,0,0,0,0,Y,352,0,0,0,0,0,0,None,Shed,400,1,2010,WD,Normal,51,51,0,128950
100,101,20,RL,0.0,10603,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,Gable,CompShg,Plywood,Plywood,BrkFace,28.0,3,3,PConc,3,3,Mn,5,1200,1,0,410,1610,GasA,4,1,SBrkr,1610,0,0,1610,1,0,2,0,3,1,4,6,Typ,2,3,Attchd,RFn,2,480,3,3,Y,168,68,0,0,0,0,0,None,None,0,2,2010,WD,Normal,33,9,33,205000
101,102,60,RL,77.0,9206,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,336.0,4,3,CBlock,4,3,No,1,0,1,0,741,741,GasA,3,1,SBrkr,977,755,0,1732,0,0,2,1,3,1,4,7,Typ,1,3,Attchd,Fin,2,476,3,3,Y,192,46,0,0,0,0,0,None,None,0,6,2010,WD,Normal,25,25,25,178000
102,103,90,RL,64.0,7018,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,5,5,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,2,Slab,0,0,None,0,0,0,0,0,0,GasA,3,1,SBrkr,1535,0,0,1535,0,0,2,0,4,2,3,8,Typ,0,0,Attchd,Unf,2,410,3,3,Y,0,0,0,0,0,0,0,None,None,0,6,2009,WD,Alloca,30,30,30,118964
103,104,20,RL,94.0,10402,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,No,1,0,1,0,1226,1226,GasA,5,1,SBrkr,1226,0,0,1226,0,0,2,0,3,1,4,6,Typ,0,0,Attchd,RFn,3,740,3,3,Y,0,36,0,0,0,0,0,None,None,0,5,2010,WD,Normal,1,1,1,198900
104,105,50,RM,0.0,7758,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,7,4,Gable,CompShg,Stucco,Stucco,BrkFace,600.0,3,2,PConc,3,3,No,2,224,1,0,816,1040,GasA,5,1,FuseF,1226,592,0,1818,0,0,1,1,4,1,3,7,Typ,2,3,Detchd,Unf,1,240,3,3,Y,0,0,0,0,184,0,0,None,None,0,6,2007,WD,Normal,76,57,56,169500
105,106,60,FV,75.0,9375,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,768.0,4,3,PConc,5,3,No,1,0,1,0,1053,1053,GasA,5,1,SBrkr,1053,939,0,1992,0,0,2,1,3,1,4,9,Typ,1,4,Attchd,RFn,2,648,3,3,Y,140,45,0,0,0,0,0,None,None,0,8,2008,WD,Normal,5,4,5,250000
106,107,30,RM,60.0,10800,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,7,Mansard,CompShg,VinylSd,VinylSd,None,0.0,3,3,BrkTil,2,3,No,1,0,1,0,641,641,GasA,4,1,SBrkr,1047,0,0,1047,0,0,1,0,2,1,3,6,Typ,0,0,Detchd,Unf,1,273,2,2,N,0,0,0,0,0,0,0,None,Shed,450,8,2007,WD,Normal,122,12,53,100000
107,108,20,RM,50.0,6000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,No,5,104,4,169,516,789,GasA,5,1,SBrkr,789,0,0,789,0,0,1,0,2,1,3,5,Typ,0,0,Detchd,Unf,1,250,3,3,Y,0,0,0,0,0,0,0,None,None,0,4,2008,WD,Partial,60,58,60,115000
108,109,50,RM,85.0,8500,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,5,7,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,CBlock,3,3,No,1,0,1,0,793,793,GasW,3,0,FuseF,997,520,0,1517,0,0,2,0,3,1,2,7,Typ,0,0,None,None,0,0,0,0,N,0,0,144,0,0,0,0,None,None,0,8,2007,WD,Normal,88,2,0,115000
